Packet #,Jitter(ms),,,,,
4109,3.485899125,320.8531722,618.336,,OK,
4111,3.288045548,321.1734141,629.184,,OK,
4113,3.208276965,319.1616659,640.032,,OK,
4115,3.065531328,320.0860127,640.032,,OK,
4117,2.943371988,321.1969946,650.88,,OK,
4119,2.800886475,321.8605983,661.728,,OK,
4121,2.695334147,320.7485491,661.728,,OK,
4123,2.550985374,321.1343029,661.728,,OK,
4125,2.429545545,320.5263548,661.728,,OK,
4127,2.382956573,322.2104768,661.728,,OK,
4129,2.27098235,321.6191078,672.576,,OK,
4131,2.130285946,321.5992679,629.184,,OK,
4133,2.038662269,322.263575,618.336,,OK,
4135,2.11881419,318.942482,596.64,,OK,
4137,2.075166685,320.3629361,585.792,,OK,
4141,2.014608211,321.4691672,585.792,,OK,
4143,1.920739164,320.9564638,585.792,,OK,
4145,1.870906084,322.0798737,585.792,,OK,
4147,1.82859728,320.8859084,585.792,,OK,
4149,1.733449964,320.5796682,574.944,,OK,
4151,1.694019209,321.6822261,574.944,,OK,
4153,1.607058745,321.9848779,574.944,,OK,
4155,1.53545215,321.5235247,564.096,,OK,
4157,1.485621189,322.2616814,564.096,,OK,
4159,1.492519212,320.6656919,553.248,,OK,
4161,1.492063671,322.1509224,564.096,,OK,
4163,1.466144657,321.073563,553.248,,OK,
4165,2.671230206,300.3260496,542.4,,OK,
4167,3.082323033,309.574765,553.248,,OK,
4169,3.537392878,319.9382056,564.096,,OK,
4171,3.452967546,322.1247931,564.096,,OK,
4173,3.495030164,317.9988237,553.248,,OK,
4175,3.539827432,322.2106101,564.096,,OK,
4177,3.322199127,322.2683847,564.096,,OK,
4179,3.158971834,321.5578222,564.096,,OK,
4181,2.964193255,321.5153077,564.096,,OK,
4183,2.780219641,321.4946922,564.096,,OK,
4185,2.700998629,319.9820088,564.096,,OK,
4187,2.540664999,319.8463482,574.944,,OK,
4189,2.531089034,322.2337978,574.944,,OK,
4191,2.462224338,320.8045439,574.944,,OK,
4193,2.333238018,321.2029871,574.944,,OK,
4195,2.221579968,321.7496963,574.944,,OK,
4197,2.088012484,321.8341966,574.944,,OK,
4199,3.707204815,293.8391068,564.096,,OK,
4201,5.141442903,320.494121,574.944,,OK,
4203,4.887381326,321.5705787,542.4,,OK,
4205,4.587671896,321.4785482,542.4,,OK,
4207,4.399844437,319.8961157,542.4,,OK,
4209,4.219845,318.3762622,542.4,,OK,
4211,4.04678891,319.8272098,542.4,,OK,
4213,3.91288613,321.7315542,553.248,,OK,
4215,3.709748775,321.0688658,553.248,,OK,
4217,3.508355074,321.5563153,553.248,,OK,
4219,3.301641847,321.3553719,553.248,,OK,
4221,3.109987697,321.5905473,553.248,,OK,
4223,3.202228306,317.0047099,542.4,,OK,
4225,3.256411322,321.0738664,553.248,,OK,
4227,3.103988586,320.2562189,553.248,,OK,
4229,2.99056364,318.9670294,553.248,,OK,
4231,2.954040822,321.373228,553.248,,OK,
4233,2.79007443,321.7038066,564.096,,OK,
4235,2.645940681,322.187741,574.944,,OK,
4237,2.57129593,320.7361163,574.944,,OK,
4239,2.447342872,321.3241633,574.944,,OK,
4241,2.324989811,321.8138572,564.096,,OK,
4245,2.187641628,321.9412761,564.096,,OK,
4247,2.113494971,320.939981,553.248,,OK,
4249,2.070154341,322.3600259,553.248,,OK,
4251,1.945043861,322.4284126,553.248,,OK,
4253,1.853556071,321.9471733,542.4,,OK,
4255,1.825976525,320.53489,531.552,,OK,
4257,1.744068819,320.0194368,509.856,,OK,
4259,1.732726712,321.5820319,509.856,,OK,
4261,1.69579398,320.4402289,520.704,,OK,
4263,1.650731801,321.415028,520.704,,OK,
4265,1.651191126,319.756947,499.008,,OK,
4267,1.562226062,319.9846971,509.856,,OK,
4269,1.544044808,321.2560231,499.008,,OK,
4271,1.449367251,321.2268192,499.008,,OK,
4273,1.39995936,321.8856602,499.008,,OK,
4275,1.342129018,321.4109863,499.008,,OK,
4277,1.310432205,322.2459663,499.008,,OK,
4279,1.357285872,320.1858754,499.008,,OK,
4281,1.356726505,321.5342114,499.008,,OK,
4283,1.309628279,320.9310566,499.008,,OK,
4285,1.651242324,314.1556036,499.008,,OK,
4287,2.003856374,321.4486707,509.856,,OK,
4289,1.901744163,321.0786097,520.704,,OK,
4291,1.83308443,321.8817981,520.704,,OK,
4293,1.791396612,320.7157188,520.704,,OK,
4295,1.98464965,315.8322736,520.704,,OK,
4297,2.224762408,321.6587273,520.704,,OK,
4299,3.634324396,296.8809731,488.16,,OK,
4301,4.655376802,316.852136,488.16,,OK,
4303,4.557652905,313.7603416,477.312,,OK,
4305,4.724286508,320.9841321,477.312,,OK,
4307,4.447643073,321.2821237,477.312,,OK,
4309,4.189931603,321.6063832,466.464,,OK,
4311,3.945850101,321.8910108,466.464,,OK,
4313,3.775856178,320.6650634,455.616,,OK,
4315,3.633993764,322.171121,455.616,,OK,
4317,3.501686994,320.6540356,455.616,,OK,
4319,3.346524404,321.6731211,444.768,,OK,
4321,3.178486281,321.0152067,455.616,,OK,
4323,3.012988924,321.5457352,455.616,,OK,
4325,2.873544845,320.7638516,466.464,,OK,
4327,2.725237535,321.2644794,466.464,,OK,
4329,2.555934432,321.2808673,477.312,,OK,
4331,2.411315579,321.5229001,488.16,,OK,
4333,2.288712973,321.972574,488.16,,OK,
4337,2.194997864,321.1833028,499.008,,OK,
4339,2.066173504,321.0494947,499.008,,OK,
4341,1.990466966,321.9043636,509.856,,OK,
4343,1.939223982,320.7337843,520.704,,OK,
4345,1.867469664,321.5249392,520.704,,OK,
4347,1.789177136,320.91015,531.552,,OK,
4349,1.975134759,316.1456509,531.552,,OK,
4351,1.989691851,318.3536991,542.4,,OK,
4353,1.880279075,318.1146117,553.248,,OK,
4355,1.926174355,320.7292152,553.248,,OK,
4357,1.859598493,321.5901758,564.096,,OK,
4359,1.75675449,321.3760813,574.944,,OK,
4361,1.681269987,320.8270789,585.792,,OK,
4363,1.63205996,321.7209884,585.792,,OK,
4365,1.69662749,319.055848,596.64,,OK,
4367,1.743722994,321.5060036,607.488,,OK,
4369,1.659170148,321.1151261,618.336,,OK,
4371,1.574188173,321.4145847,618.336,,OK,
4373,1.554831815,320.1500982,629.184,,OK,
4375,1.491096979,319.6150238,640.032,,OK,
4377,2.730595258,298.2919543,629.184,,OK,
4379,3.07303327,306.5015578,629.184,,OK,
4381,3.424502975,315.1981063,640.032,,OK,
4383,3.639739324,322.0663909,650.88,,OK,
4385,3.414594228,322.1038087,640.032,,OK,
4387,3.218450304,322.3801001,629.184,,OK,
4389,3.071858944,321.5071116,618.336,,OK,
4391,2.915424233,320.938208,607.488,,OK,
4393,2.752563621,320.6285536,585.792,,OK,
4395,2.598828742,320.335748,574.944,,OK,
4397,2.464259786,320.7814734,574.944,,OK,
4399,2.396413313,322.1601897,574.944,,OK,
4401,2.298264613,321.3341556,574.944,,OK,
4403,2.221299262,320.2673366,585.792,,OK,
4405,4.434893565,282.6285284,574.944,,OK,
4407,5.773628717,308.4831844,585.792,,OK,
4409,19.29659512,86.34209333,444.768,,OK,
4411,19.60350511,110.5492483,455.616,,OK,
4413,19.94091703,135.5513442,466.464,,OK,
4415,19.40355516,146.8944713,477.312,,OK,
4417,18.83382187,157.1822938,488.16,,OK,
4419,18.28991479,167.3136023,499.008,,OK,
4421,17.77954815,177.4376509,499.008,,OK,
4423,17.24975523,186.7405124,509.856,,OK,
4425,16.810442,196.9612559,520.704,,OK,
4427,16.39898153,207.1883304,531.552,,OK,
4429,16.01371497,217.423047,542.4,,OK,
4431,15.61621895,227.0768256,553.248,,OK,
4433,15.28893491,237.4565,564.096,,OK,
4435,14.94821177,247.2938646,574.944,,OK,
4437,14.6943,258.1794881,585.792,,OK,
4439,14.38962423,267.9989757,585.792,,OK,
4443,21.61947768,137.9316961,509.856,,OK,
4445,20.84093849,147.0945467,520.704,,OK,
4447,20.05839999,155.4148692,531.552,,OK,
4449,18.80501522,155.4106257,542.4,,OK,
4451,18.79142204,173.99815,542.4,,OK,
4453,19.24170741,199.9941381,553.248,,OK,
4455,19.63013528,225.4506913,564.096,,OK,
4457,19.92899114,249.8625204,574.944,,OK,
4459,20.23571852,274.6991497,585.792,,OK,
4461,20.54933237,299.9526898,585.792,,OK,
4463,20.53210979,320.2264609,596.64,,OK,
4465,19.71182379,312.8189271,574.944,,OK,
4467,18.95963924,320.495798,585.792,,OK,
4469,17.86889621,322.0035489,585.792,,OK,
4471,16.78894751,321.4138319,585.792,,OK,
4473,15.75925074,321.1000328,585.792,,OK,
4475,14.8303795,321.9973437,585.792,,OK,
4477,13.92710934,321.6192867,585.792,,OK,
4479,13.32301195,317.3577356,585.792,,OK,
4481,12.7811702,322.0112796,585.792,,OK,
4483,11.99928201,321.7403204,585.792,,OK,
4485,11.270319,322.0761943,585.792,,OK,
4487,10.57811938,321.8810693,596.64,,OK,
4489,9.92331691,321.9823492,607.488,,OK,
4491,9.362618541,321.0302062,607.488,,OK,
4493,8.950598452,318.2599091,585.792,,OK,
4495,8.616016417,321.857195,596.64,,OK,
4497,9.453397015,299.843089,596.64,,OK,
4499,9.236224695,305.8217289,596.64,,OK,
4501,9.262396777,315.4767069,607.488,,OK,
4503,8.978611791,320.1985439,618.336,,OK,
4505,8.489826859,319.040491,607.488,,OK,
4507,9.009135556,302.241725,607.488,,OK,
4509,9.664232278,321.7324081,607.488,,OK,
4511,9.166587441,320.0304932,607.488,,OK,
4513,8.684036226,318.5847252,607.488,,OK,
4515,10.67255623,278.0843689,596.64,,OK,
4517,12.14003951,312.2366576,607.488,,OK,
4519,11.93870802,321.1553932,618.336,,OK,
4521,11.26545878,319.988673,607.488,,OK,
4523,10.67324315,321.7786817,618.336,,OK,
4525,10.02830287,322.1328803,629.184,,OK,
4527,9.407602142,322.0357891,640.032,,OK,
4529,8.96466714,319.715147,650.88,,OK,
4531,8.513832812,321.4664649,661.728,,OK,
4533,8.019006879,322.0630828,672.576,,OK,
4535,7.822742144,317.1843117,683.424,,OK,
4537,7.421377253,318.5852156,694.272,,OK,
4539,7.166516542,321.9288214,705.12,,OK,
4541,6.732310377,322.1480393,715.968,,OK,
4543,6.350066985,321.5316232,726.816,,OK,
4545,5.984775416,322.0370251,726.816,,OK,
4547,5.84111421,318.350829,672.576,,OK,
4549,6.970467516,294.4400619,585.792,,OK,
4551,7.054269664,302.7513638,596.64,,OK,
4553,7.022433179,309.2962497,607.488,,OK,
4555,6.977615223,315.6015956,618.336,,OK,
4557,6.849816903,320.5344377,629.184,,OK,
4559,6.539846041,322.4247208,640.032,,OK,
4561,6.269336782,320.2130229,650.88,,OK,
4563,5.998789872,322.1536091,661.728,,OK,
4567,5.70238756,320.8972562,629.184,,OK,
4569,5.389618539,321.5953394,564.096,,OK,
4571,5.057650888,321.6734756,574.944,,OK,
4573,4.770428325,321.2113857,553.248,,OK,
4575,4.636296867,318.5870607,542.4,,OK,
4577,4.497526438,321.0030307,542.4,,OK,
4579,4.301137855,322.3583398,542.4,,OK,
4581,4.057304614,321.9585338,542.4,,OK,
4583,3.806370756,321.9161709,542.4,,OK,
4585,3.619288647,321.1031139,531.552,,OK,
4587,3.655006224,316.912344,531.552,,OK,
4589,3.600296648,319.691997,531.552,,OK,
4591,3.378167913,319.6457601,531.552,,OK,
4593,3.309663543,321.9278581,531.552,,OK,
4595,3.114170065,321.7460902,531.552,,OK,
4597,2.930547811,321.9223042,542.4,,OK,
4599,2.876423378,319.8577473,542.4,,OK,
4601,2.813703105,321.7306463,531.552,,OK,
4603,2.776741341,319.5083314,542.4,,OK,
4605,2.76446582,322.0886644,542.4,,OK,
4607,2.605117984,321.873764,553.248,,OK,
4609,2.45045511,322.004276,553.248,,OK,
4611,2.325560221,321.5521391,542.4,,OK,
4613,2.235419513,320.6688302,553.248,,OK,
4615,2.138542043,321.3542102,553.248,,OK,
4617,2.073933096,320.2494113,553.248,,OK,
4619,2.054820694,322.017546,564.096,,OK,
4621,1.932245359,321.9239307,574.944,,OK,
4623,2.446255427,311.7675242,564.096,,OK,
4625,3.715875491,289.0073478,564.096,,OK,
4627,4.12505112,299.2700333,574.944,,OK,
4629,4.318828834,306.4955279,574.944,,OK,
4631,4.620433136,315.6400256,585.792,,OK,
4633,4.704107663,321.5992511,596.64,,OK,
4635,4.526314774,319.7398297,607.488,,OK,
4637,4.365800573,321.6979172,607.488,,OK,
4639,4.115142377,321.3426478,618.336,,OK,
4641,3.89393475,320.7668274,629.184,,OK,
4643,3.7028293,321.603075,629.184,,OK,
4645,3.504196003,322.1277716,640.032,,OK,
4647,3.333369781,321.3567951,640.032,,OK,
4649,3.183351267,322.2898687,640.032,,OK,
4651,3.017816729,321.75507,629.184,,OK,
4655,2.99696958,319.0708077,607.488,,OK,
4657,2.983656335,321.8547653,585.792,,OK,
4659,2.801308043,321.920849,585.792,,OK,
4661,2.635656311,321.7699687,542.4,,OK,
4663,2.480152597,321.9175656,542.4,,OK,
4665,2.340265956,321.6755992,553.248,,OK,
4667,2.199528681,321.7640688,553.248,,OK,
4669,2.082400486,322.0895463,564.096,,OK,
4673,2.336799608,315.9367599,564.096,,OK,
4675,2.48073991,311.2969154,564.096,,OK,
4677,2.916069208,320.7429241,574.944,,OK,
4679,2.787643854,321.6041877,585.792,,OK,
4681,2.620063204,321.4978342,585.792,,OK,
4683,2.476538906,321.1741598,596.64,,OK,
4685,2.359792884,321.7827623,596.64,,OK,
4687,2.293522607,320.4832939,607.488,,OK,
4689,2.166547736,320.7452186,607.488,,OK,
4691,2.124986287,322.2467831,618.336,,OK,
4693,2.056952359,321.2103397,607.488,,OK,
4695,1.999340684,322.3455052,607.488,,OK,
4697,2.048983183,319.5518846,607.488,,OK,
4699,2.03605956,321.3940898,618.336,,OK,
4701,1.947968386,320.767489,618.336,,OK,
4703,1.986980036,318.1953342,618.336,,OK,
4705,2.01393186,320.6135434,629.184,,OK,
4707,1.954234695,321.6723207,629.184,,OK,
4709,1.847697263,321.4226849,629.184,,OK,
4711,1.768445858,320.8430101,629.184,,OK,
4713,1.695165505,321.4389703,629.184,,OK,
4715,1.656410335,320.3638876,640.032,,OK,
4717,1.732282363,317.4935248,640.032,,OK,
4719,1.760453479,319.676545,640.032,,OK,
4721,2.926522185,299.2589922,629.184,,OK,
4723,3.909775722,280.6004134,618.336,,OK,
4725,4.156492816,288.4576627,629.184,,OK,
4727,4.425780091,296.9227519,640.032,,OK,
4729,4.607552037,304.2568831,650.88,,OK,
4731,4.775932298,311.5585193,661.728,,OK,
4733,4.957415856,319.2381886,672.576,,OK,
4735,4.743703726,317.7001668,672.576,,OK,
4737,4.670062757,321.265615,683.424,,OK,
4739,4.403260217,321.6668371,683.424,,OK,
4741,4.158837599,321.1743388,683.424,,OK,
4743,3.922901041,321.5581914,683.424,,OK,
4745,3.816062059,319.3447141,683.424,,OK,
4747,3.640580417,320.3530699,683.424,,OK,
4749,3.50586712,321.8382376,672.576,,OK,
4751,3.904305619,311.9573544,672.576,,OK,
4753,3.747795254,310.5572147,683.424,,OK,
4755,4.000854065,318.3539509,694.272,,OK,
4757,4.328624109,309.1087761,661.728,,OK,
4759,4.477141179,315.8136733,672.576,,OK,
4761,4.506370681,320.7584866,672.576,,OK,
4763,4.327909903,322.4094848,683.424,,OK,
4765,4.09956952,321.735021,683.424,,OK,
4767,3.874409001,322.2320222,683.424,,OK,
4769,3.65646105,321.8447804,694.272,,OK,
4771,3.434460748,321.9492367,694.272,,OK,
4773,3.245176937,321.5433169,694.272,,OK,
4775,3.063678268,321.8845151,694.272,,OK,
4777,2.980198425,320.1565143,705.12,,OK,
4779,2.953332447,317.6061716,705.12,,OK,
4781,3.015917808,321.5608698,705.12,,OK,
4783,2.838407493,321.385117,705.12,,OK,
4785,3.079626761,314.6872012,715.968,,OK,
4787,3.044800137,312.1648004,715.968,,OK,
4789,3.16321008,317.1041597,726.816,,OK,
4791,3.209168589,321.0027059,737.664,,OK,
4793,4.956806976,289.8313231,737.664,,OK,
4795,6.500740165,319.4910611,748.512,,OK,
4797,6.230013335,317.3219502,748.512,,OK,
4799,6.615634627,304.9219962,748.512,,OK,
4801,7.002879775,317.7335532,759.36,,OK,
4803,6.856845914,322.3998912,759.36,,OK,
4805,6.566961662,320.1811933,748.512,,OK,
4807,6.265688878,321.9277904,737.664,,OK,
4811,5.973167719,320.3424401,726.816,,OK,
4813,5.635843841,320.9184258,705.12,,OK,
4815,5.581193996,316.1569794,694.272,,OK,
4817,5.600726726,322.0506971,683.424,,OK,
4819,5.319156826,320.9550888,672.576,,OK,
4821,5.015132004,321.4098484,650.88,,OK,
4823,4.724938066,321.7818774,640.032,,OK,
4825,4.436446347,321.890948,640.032,,OK,
4827,4.231296985,320.7368914,640.032,,OK,
4829,4.018533826,321.5639779,640.032,,OK,
4831,3.806878059,322.1960194,640.032,,OK,
4833,3.603251965,321.6471589,640.032,,OK,
4835,3.508906245,319.5534384,640.032,,OK,
4837,3.589154452,314.7605609,629.184,,OK,
4839,3.421609326,315.6689933,640.032,,OK,
4841,3.602528278,321.9853059,650.88,,OK,
4843,3.622176733,318.0684023,661.728,,OK,
4845,5.163907222,289.7785378,629.184,,OK,
4847,5.334258118,297.6680593,629.184,,OK,
4849,5.468709013,305.1535318,629.184,,OK,
4851,5.47729479,310.7596132,629.184,,OK,
4853,5.543117713,317.2900748,640.032,,OK,
4855,5.259280009,318.2917892,640.032,,OK,
4857,5.168339099,322.0960147,640.032,,OK,
4859,5.057666995,318.6984292,650.88,,OK,
4861,4.951145523,322.0517527,650.88,,OK,
4863,4.769035775,320.0143631,661.728,,OK,
4865,4.477636505,319.9077157,672.576,,OK,
4867,4.299225126,321.5307701,683.424,,OK,
4869,4.707796548,310.6944022,683.424,,OK,
4871,5.003238841,320.1292754,683.424,,OK,
4873,4.746665358,321.0273386,683.424,,OK,
4875,4.47368028,321.4062427,694.272,,OK,
4877,4.217824151,321.7862249,694.272,,OK,
4879,4.094311135,319.544609,694.272,,OK,
4881,3.992397203,322.0082972,694.272,,OK,
4883,3.754964204,321.814828,683.424,,OK,
4885,3.532727524,321.6156507,672.576,,OK,
4887,3.315459575,321.5592103,661.728,,OK,
4889,3.169164428,320.5844731,661.728,,OK,
4891,3.022352943,321.4046538,672.576,,OK,
4893,2.844380301,321.5794444,672.576,,OK,
4895,2.730216303,320.5616881,672.576,,OK,
4897,2.625292395,321.6131219,672.576,,OK,
4899,2.473158766,321.4219676,672.576,,OK,
4901,2.330343322,321.6100792,672.576,,OK,
4903,2.436699941,317.57803,672.576,,OK,
4905,2.542882299,321.7136477,672.576,,OK,
4907,2.386549322,321.7552023,672.576,,OK,
4909,2.28751876,320.953142,672.576,,OK,
4911,2.153530414,320.8094368,672.576,,OK,
4913,2.102713346,319.4689794,683.424,,OK,
4915,2.112715679,321.7317301,672.576,,OK,
4917,2.004640678,322.1152458,672.576,,OK,
4919,1.883435184,322.1805986,683.424,,OK,
4921,1.827274506,321.1957342,694.272,,OK,
4923,1.790798495,319.9520759,705.12,,OK,
4925,1.725843416,319.2005587,694.272,,OK,
4927,1.800755216,322.1249909,705.12,,OK,
4929,2.264231869,312.9086092,705.12,,OK,
4931,2.337143898,316.3394336,715.968,,OK,
4933,2.435936863,320.2572649,715.968,,OK,
4935,2.595784726,315.2637622,715.968,,OK,
4937,2.838372708,321.7409547,726.816,,OK,
4939,2.830226956,319.032914,726.816,,OK,
4941,2.790016354,321.2197713,726.816,,OK,
4945,2.754649124,318.9956307,726.816,,OK,
4947,2.689363769,320.7057141,737.664,,OK,
4949,2.539593033,320.9987461,737.664,,OK,
4951,2.426613705,321.7306699,748.512,,OK,
4953,2.565497119,317.0819216,748.512,,OK,
4955,2.672662841,321.3620702,759.36,,OK,
4957,2.557480517,322.1918159,770.208,,OK,
4959,2.434913124,321.5954137,781.056,,OK,
4961,2.37522545,320.1155033,781.056,,OK,
4963,2.276911151,320.9177,791.904,,OK,
4965,2.156212468,320.5719678,791.904,,OK,
4967,2.02966973,320.7034964,802.752,,OK,
4969,1.903650601,320.7168601,813.6,,OK,
4971,1.874852987,322.1597489,813.6,,OK,
4973,1.789162071,321.6559506,824.448,,OK,
4975,1.685987796,321.7943242,835.296,,OK,
4977,1.587026517,321.6917169,835.296,,OK,
4979,1.605185811,319.8141417,846.144,,OK,
4981,1.631330115,321.8376363,846.144,,OK,
4983,1.840060003,316.866628,846.144,,OK,
4985,1.950055739,320.4666198,846.144,,OK,
4987,1.894841672,321.5332504,846.144,,OK,
4989,1.810027998,320.9954276,835.296,,OK,
4991,1.746107047,321.7827203,835.296,,OK,
4993,1.702712433,320.7309271,813.6,,OK,
4995,1.623553267,321.1670929,813.6,,OK,
4997,1.572612424,321.9755927,824.448,,OK,
4999,1.525875599,321.1507694,781.056,,OK,
5001,1.47452145,320.4465602,759.36,,OK,
5003,1.501194658,322.347853,748.512,,OK,
5005,1.449223818,321.6781918,737.664,,OK,
5007,1.385618566,322.1097316,748.512,,OK,
5009,1.307438051,322.2444619,748.512,,OK,
5011,1.231497416,322.152074,748.512,,OK,
5013,1.181048133,321.7277651,748.512,,OK,
5015,1.218015312,319.9552421,759.36,,OK,
5017,1.207428237,321.0038642,759.36,,OK,
5019,1.474068903,315.5301853,759.36,,OK,
5021,3.863268222,275.8289273,748.512,,OK,
5023,4.698192215,293.0509794,748.512,,OK,
5025,5.512454896,310.7773746,759.36,,OK,
5027,5.73320434,319.8218206,759.36,,OK,
5029,5.4509192,321.0384627,748.512,,OK,
5031,5.128501764,321.3307029,748.512,,OK,
5033,4.820344404,321.5286869,748.512,,OK,
5035,4.592259379,320.3577029,737.664,,OK,
5037,4.318572355,320.5709699,737.664,,OK,
5039,4.12510327,321.7940369,737.664,,OK,
5041,3.895849872,321.336988,737.664,,OK,
5043,3.674872942,321.697207,737.664,,OK,
5045,3.546315946,320.079246,737.664,,OK,
5047,3.463457137,322.299821,737.664,,OK,
5049,3.356778684,320.5432191,726.816,,OK,
5051,3.212345328,321.5890641,726.816,,OK,
5053,3.068935433,320.6712771,726.816,,OK,
5055,2.931162906,319.8067021,726.816,,OK,
5057,2.890859599,322.0930121,726.816,,OK,
5059,2.718635742,321.9577342,726.816,,OK,
5061,2.611923008,320.9465022,726.816,,OK,
5063,2.470707133,321.2989712,726.816,,OK,
5065,2.38126425,322.3385922,737.664,,OK,
5067,2.320676477,320.9267323,737.664,,OK,
5069,2.243561815,322.0135742,748.512,,OK,
5071,2.185623459,320.6970261,748.512,,OK,
5073,2.118700548,321.811883,748.512,,OK,
5075,2.001956569,322.0626799,748.512,,OK,
5077,1.896605902,322.3790258,748.512,,OK,
5079,1.82403454,321.6435617,748.512,,OK,
5081,1.888612888,318.7862736,748.512,,OK,
5083,1.910095888,321.0186144,759.36,,OK,
5087,1.96966234,318.1554553,759.36,,OK,
5089,1.964708874,320.0458622,748.512,,OK,
5091,1.9587785,321.9156851,748.512,,OK,
5093,1.86048042,321.5296759,737.664,,OK,
5095,1.760716991,321.7939414,737.664,,OK,
5097,1.685636207,322.3533659,737.664,,OK,
5099,1.900969847,317.2223914,726.816,,OK,
5101,2.056424141,321.61063,726.816,,OK,
5103,1.960189417,322.1272986,726.816,,OK,
5105,2.128698676,317.470961,715.968,,OK,
5107,2.134622418,319.6944396,715.968,,OK,
5109,2.107360927,321.3928781,715.968,,OK,
5111,1.999795091,321.7791857,715.968,,OK,
5113,1.936101683,320.7984851,715.968,,OK,
5115,1.837820543,320.4348817,715.968,,OK,
5117,1.830384043,322.1537182,715.968,,OK,
5119,1.740742756,321.7575948,705.12,,OK,
5121,1.671060431,321.1317692,715.968,,OK,
5123,1.637685564,322.2688318,715.968,,OK,
5125,1.632515931,320.7138603,715.968,,OK,
5127,1.582015394,319.889353,726.816,,OK,
5129,3.15125464,293.1995097,705.12,,OK,
5131,3.828803322,307.1915432,715.968,,OK,
5133,4.505814969,321.8525329,726.816,,OK,
5135,4.2371112,322.0590876,726.816,,OK,
5137,4.052986903,320.7679651,737.664,,OK,
5139,4.26747618,313.2831498,726.816,,OK,
5141,4.464024016,320.6953913,737.664,,OK,
5143,4.255871494,321.828975,737.664,,OK,
5145,3.998701984,321.6878157,737.664,,OK,
5147,4.717428325,306.1894922,737.664,,OK,
5149,4.870555451,299.0220299,726.816,,OK,
5151,5.416599027,312.6292826,737.664,,OK,
5153,6.616018143,288.0219777,726.816,,OK,
5155,6.897698606,299.1448832,737.664,,OK,
5157,7.048036985,308.4479959,737.664,,OK,
5159,7.270402833,319.0538864,748.512,,OK,
5161,6.971858885,321.5475861,759.36,,OK,
5163,6.556568177,321.8747937,770.208,,OK,
5165,6.341925631,318.7525062,759.36,,OK,
5167,6.039350175,317.2517879,748.512,,OK,
5169,5.817694324,319.7446444,748.512,,OK,
5171,5.542893095,321.1655191,748.512,,OK,
5173,5.266225687,322.2817337,737.664,,OK,
5175,5.015568505,321.0260229,726.816,,OK,
5177,4.721712404,321.3398938,726.816,,OK,
5179,4.490202629,320.3223378,726.816,,OK,
5181,4.259913082,321.1279077,726.816,,OK,
5183,4.054279945,322.0976906,726.816,,OK,
5185,3.814205324,321.8846046,726.816,,OK,
5187,3.630923185,321.0029134,715.968,,OK,
5189,3.460232104,321.9027793,715.968,,OK,
5191,3.247153105,321.8518112,715.968,,OK,
5193,3.074887348,321.3609102,715.968,,OK,
5195,2.938605195,322.2552831,715.968,,OK,
5197,6.101880689,268.70427,672.576,,OK,
5199,6.377859709,279.221815,683.424,,OK,
5201,6.56589197,288.6081909,694.272,,OK,
5203,6.79892309,298.9025808,705.12,,OK,
5205,7.049725022,309.7143348,705.12,,OK,
5207,7.342094347,321.441969,715.968,,OK,
5209,6.894683985,321.2584404,715.968,,OK,
5211,6.482483694,321.5579198,715.968,,OK,
5213,6.086130179,321.6987472,705.12,,OK,
5217,5.770775202,320.6582967,705.12,,OK,
5219,5.482185592,321.8116381,705.12,,OK,
5221,5.160927715,321.4695786,694.272,,OK,
5223,4.84801983,321.315177,694.272,,OK,
5225,4.563712681,321.6142824,683.424,,OK,
5227,4.290923027,321.8133607,672.576,,OK,
5229,4.230976949,318.4815749,672.576,,OK,
5231,4.174631654,321.8110271,683.424,,OK,
5233,3.937074224,321.4373143,672.576,,OK,
5235,3.698457404,321.5565194,672.576,,OK,
5237,3.53903374,320.4088407,672.576,,OK,
5239,3.37957602,321.3965509,672.576,,OK,
5241,3.18609747,321.6804701,672.576,,OK,
5243,3.158590177,318.9344893,672.576,,OK,
5245,3.13299293,321.6835236,672.576,,OK,
5247,2.978760483,321.0182498,672.576,,OK,
5249,2.805396439,320.813314,672.576,,OK,
5251,2.714836043,322.1697441,672.576,,OK,
5253,2.596182464,321.3533653,672.576,,OK,
5255,2.462299449,321.8074196,683.424,,OK,
5257,2.359249657,320.9939168,694.272,,OK,
5259,2.251733526,321.6329083,672.576,,OK,
5261,2.134322139,321.259757,672.576,,OK,
5263,2.044501227,321.9569446,672.576,,OK,
5265,2.213873797,317.2024822,672.576,,OK,
5267,2.380883094,322.0885048,672.576,,OK,
5269,2.425563678,318.9927323,672.576,,OK,
5271,2.460287615,321.973879,672.576,,OK,
5273,5.455119792,271.5962766,650.88,,OK,
5275,5.396729722,276.1171552,661.728,,OK,
5277,5.637047142,266.8753468,640.032,,OK,
5279,6.206003168,281.6156903,640.032,,OK,
5281,8.357910977,240.9791622,618.336,,OK,
5283,8.636347568,253.7920587,629.184,,OK,
5285,8.815666679,265.297512,640.032,,OK,
5287,9.029661289,277.5370924,650.88,,OK,
5289,9.144530104,288.4046548,661.728,,OK,
5291,9.328172938,300.4874702,672.576,,OK,
5293,9.524980213,312.9645596,683.424,,OK,
5295,9.218588727,317.587276,683.424,,OK,
5297,8.885785703,321.4810163,683.424,,OK,
5299,8.394509006,320.4556578,683.424,,OK,
