Forward
1,24296,0,0,0,10.848,"","OK"
3,24297,5.03454,0.20895236111111115,3.3432377777777784,21.696,"","OK"
5,24298,1.1792110000000005,0.6464977065972222,10.552915666666665,32.544,"","OK"
7,24299,2.1999969999999998,1.1088695652126739,18.597363111111115,43.392,"","OK"
9,24300,1.9767899999999994,2.2562936201646595,38.065017555555556,54.24,"","OK"
11,24301,3.559462,3.2330866716821465,55.95,65.088,"","OK"
13,24302,3.058529,4.1801384699797905,74.33591544444445,75.936,"","OK"
15,24303,3.3684410000000007,5.048630030883832,92.41191888888889,86.784,"","OK"
17,24304,1.9939880000000016,5.949438626175814,111.87348644444444,97.632,"","OK"
19,24305,0.923648,6.860148489817604,132.39428288888888,108.48,"","OK"
21,24306,4.932993,7.463354924481781,148.90573433333333,119.328,"","OK"
23,24307,4.566326999999998,8.051777581979447,165.78385177777778,130.176,"","OK"
25,24308,0.9818789999999993,8.827451823383509,186.24641722222222,141.024,"","OK"
27,24309,0.9577600000000004,9.188792751088707,200.8553238888889,151.872,"","OK"
29,24310,0.8145960000000017,9.045525398590108,207.75183900000002,162.72,"","OK"
31,24311,8.841724,8.550148922289338,206.63233722222222,173.568,"","OK"
33,24312,5.202081999999997,8.172578934090701,209.14136633333334,184.416,"","OK"
35,24313,27.243539,8.881875049321144,189.62004955555557,195.264,"","OK"
39,24314,21.861090000000004,9.21113153929413,175.4700706666667,206.112,"","OK"
41,24315,1.247598999999994,9.039405325032693,181.93358277777781,216.96,"","OK"
43,24316,1.0466150000000027,8.891667943607038,188.60919,227.808,"","OK"
45,24317,1.517823000000007,8.723019204076042,194.80247811111113,238.656,"","OK"
47,24318,1.5169929999999994,8.565657330210179,201.00770733333337,249.504,"","OK"
49,24319,0.9511480000000034,8.452801441516488,207.76767044444446,260.352,"","OK"
51,24320,1.6118339999999876,8.306400615310594,213.87805866666665,271.2,"","OK"
53,24321,0.9475120000000032,8.20997552129813,220.64165777777782,282.048,"","OK"
55,24322,0.8886499999999984,8.123255870661442,227.46411888888892,292.896,"","OK"
57,24323,2.0046510000000097,7.972900580133987,233.1816901111111,303.744,"","OK"
59,24324,0.9464239999999933,7.897387238320058,239.9463772222222,314.592,"","OK"
61,24325,1.0165170000000074,7.822907112313943,246.65208244444443,325.44,"","OK"
63,24326,1.2968219999999917,7.734868487238766,253.06637155555552,336.288,"","OK"
65,24327,0.8688039999999972,7.679777845675233,259.91978977777774,347.136,"","OK"
67,24328,0.8815859999999986,7.626637049764975,266.7493148888889,357.984,"","OK"
69,24329,1.0553360000000112,7.566652623043552,273.4162011111111,368.832,"","OK"
71,24330,1.2591199999999958,7.496986278547775,279.8681922222222,379.68,"","OK"
73,24331,0.8651639999999929,7.456296330582983,286.7141393333333,390.528,"","OK"
75,24332,1.0662520000000058,7.4062759488104355,293.37010955555553,401.376,"","OK"
77,24333,0.9622379999999993,7.365188271454228,300.1189826666666,412.224,"","OK"
